original	new
7725	48941
7726	48655
7727	48192
7724	48436
7725	48941
7726	48655
7727	48192
7724	48436
7725	48941
7726	48655
7727	48192
7867	40801
7868	48659
7796	20022
7797	20023
7798	20021
7799	20024
7800	20025
7801	20026
7802	26052
7803	26053
7804	22658
7805	27615
7806	22659
7807	27616
7067	21014
7869	22216
7125	22624
7808	22263
3109	20911
7870	21478
5594	23101
7871	27459
7809	30263
4585	22030
3100	20952
3099	20951
7810	27209
7811	27268
2763	24057
4562	28572
7386	30520
7388	31095
7389	31490
7390	31892
7391	32289
7392	33876
7264	34244
7263	34658
7393	32668
7394	33036
7395	33531
7396	33502
7265	34861
7387	30117
7386	30520
7388	31095
7389	31490
7390	31892
7391	32289
7392	33876
7264	34244
7263	34658
7393	32668
7394	33036
7395	33531
7396	33502
7265	34861
7387	30117
7728	26169
8298	26274
3105	20956
7729	41273
7730	41132
7731	25950
7732	25951
8612	26189
7892	26186
7122	26188
8611	26185
7543	26184
2658	20601
2661	20621
8299	47555
7733	41271
7734	42892
7735	44727
7736	45706
7737	47030
7738	41272
7739	42893
7740	44728
7741	45707
7742	47031
7743	41376
7744	42480
7745	44402
7746	45708
7747	46553
7748	40780
7749	42482
7750	44404
7751	45710
7752	46555
7753	41377
7754	42481
7755	44403
7756	45709
7757	46554
7758	40781
7759	43597
7760	44405
7761	45711
7762	46556
7763	40782
7764	43598
7765	44406
7766	45712
7767	46557
7694	42483
7695	45721
7696	46566
7697	40799
7698	42484
7699	46567
7700	42485
3547	26014
3547	26014
7872	45724
7873	46569
7874	44416
7875	45723
7876	47033
7877	41381
7878	44730
7879	45725
7880	46570
7881	44417
7882	45727
7883	46571
5821	26178
5821	26178
5821	26178
11561	26435
11561	26435
5165	22814
5165	22814
8603	22818
5166	22819
5166	22819
5167	22813
5167	22813
5168	22821
5168	22821
5165	22814
8603	22818
5170	22815
5166	22819
5167	22813
5167	22813
5168	22821
8300	46573
8301	46574
3113	21003
7768	29758
7168	29716
2967	29310
7769	29725
7770	29726
2973	29280
7771	29724
7772	29727
3385	29316
3039	29266
3053	29302
3032	29238
7773	29420
8302	26187
4572	24317
2754	24007
3244	21608
7774	22004
7008	21603
3085	20801
3241	21605
4582	22010
7072	21223
3138	21251
3379	25001
3254	21652
2874	25013
4636	27456
5729	26110
5729	26110
3276	22459
3088	20808
3191	21455
3318	22201
2878	25022
2836	25402
3398	22619
4633	27457
4636	27456
4632	27455
4634	27451
7775	45722
7776	46568
7775	45722
7776	46568
7777	28669
7778	28668
7779	31104
7386	30520
7388	31095
7389	31490
7390	31892
7391	32289
7392	33876
7264	34244
7263	34658
7393	32668
7394	33036
7395	33531
7396	33502
7265	34861
7387	30117
151	30477
213	31062
279	31469
341	31868
402	32265
481	32652
530	32848
616	33459
617	33460
5485	33857
5979	34219
6022	34626
6065	34821
701	30089
1221	40115
1528	43193
1974	44600
1758	45374
2183	46893
3722	40143
3723	42838
3725	44601
3724	45376
3726	46894
1222	40117
1525	43191
1971	44598
1755	45371
2180	46891
1224	40118
1526	43192
1972	44599
1756	45372
2181	46892
1225	40116
1527	43533
1973	44214
1757	45373
2182	46371
1223	40114
1529	43534
1975	44215
1759	45375
2184	46372
4353	30098
4354	30483
4355	31069
4356	31475
4357	31874
4358	32270
4359	32436
4360	32853
4361	33472
4362	33473
5486	33862
5980	34220
6023	34627
6066	34822
4308	41082
4309	43205
4310	44621
4311	45440
4312	46935
4318	41231
4319	43206
4320	44622
4321	45442
4322	46937
4324	41232
4325	43207
4326	44623
4327	45443
4328	46938
4329	41233
4330	43545
4331	44262
4332	45444
4333	46939
4339	41083
4340	42382
4341	44261
4342	45441
4343	46936
4344	41228
4345	43544
4346	44253
4347	45429
4348	46929
10969	30151
10968	30558
10967	31124
10966	31531
10965	31931
10964	32323
10963	33910
10962	32706
10961	33074
10960	33576
10959	33577
10958	34284
10957	34684
10956	34883
5257	41089
5258	43213
5259	44643
5260	45486
5261	46959
5267	40174
5268	42864
5269	44644
5270	45488
5271	46960
5272	41090
5273	43214
5274	44645
5275	45489
5276	46961
5277	40718
5278	43215
5279	44282
5280	45490
5281	46962
5282	40401
5283	42394
5284	44281
5285	45487
5286	46418
5287	40717
5288	42393
5289	44280
5290	45485
5291	46417
5568	41096
5569	43216
5570	44652
5571	45506
5572	46970
7884	47556
7885	44419
7886	45728
7887	46578
12020	26401
7888	27707
7889	27727
7890	27747
7891	27767
9091	27460
8303	52186
8304	52187
8305	52188
4638	27401
4641	27404
4644	27407
7892	26186
7892	26186
7893	30543
7894	31111
7895	31515
7896	31914
7897	32310
7898	33897
7899	32692
7900	33060
7901	33550
7902	33551
7903	34270
7904	34669
7905	34870
7906	30137
7907	42509
7908	44444
7909	45777
7910	46607
7911	42507
7912	44442
7913	45775
7914	46605
7915	42508
7916	44443
7917	45776
7918	46606
3666	48111
7119	26179
7919	52587
7920	52179
7921	52588
7922	52025
7923	52589
7924	52254
7925	52180
7926	52181
8306	52182
8307	52183
8308	52184
8309	52185
7927	53112
7928	53113
7929	53114
7930	53115
7931	53116
7932	53117
7933	53118
7934	53119
7935	53120
7936	53121
7937	51124
7938	51026
7939	51228
8310	25501
8311	25502
8312	25503
8313	25504
8314	25505
8315	25506
8316	25507
8317	25508
8318	25509
7940	49126
8319	49129
3732	26039
3541	26038
3541	26038
3732	26039
3732	26039
3732	26039
3732	26039
3547	26014
3540	26012
7941	28670
7942	28671
7943	28672
7944	28673
7945	28674
7946	28675
7947	28676
7948	28677
7949	28678
7950	28679
7951	28680
7952	28681
7953	28682
3536	26106
3472	26253
720	35055
736	35155
752	35254
768	35355
784	35456
798	35556
5530	35656
831	35755
847	38055
862	38154
4942	47295
7469	48629
7467	48414
7468	48919
7470	48172
4943	47296
7473	48628
7471	48417
7472	48922
7474	48169
7540	26157
7540	26157
7540	26157
7540	26157
7540	26157
7540	26157
7540	26157
7540	26157
2797	24405
7954	24079
7955	24016
7956	24017
2698	24355
7957	24320
2730	24109
2715	24301
7958	25320
2865	25006
2889	25451
7232	25159
7060	20824
7959	20818
7071	21221
3090	20815
7960	20822
7007	21473
7961	21621
3248	21657
7104	25032
3204	22005
3205	22007
3276	22459
3275	22457
3291	22405
3301	22416
3196	22610
7247	22652
2687	20670
2691	20674
2689	20672
2692	20671
2688	20675
7962	20701
7963	20702
7964	20703
7965	20704
7966	20705
7967	25955
7967	25955
7967	25955
7059	20823
789	35508
4585	22030
3247	21656
3348	22210
3324	22205
5779	27663
5779	27663
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5780	27664
5781	27665
5781	27665
5781	27665
5781	27665
5781	27665
5782	27666
7968	29424
7969	29421
7970	29728
7971	29729
7972	29423
7973	29096
7974	29097
7975	29613
2949	29027
7976	29422
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
4651	26172
7979	25961
3404	21002
7980	22661
7981	23105
7982	26273
7983	20916
7984	20969
7985	20917
7986	21015
7987	26196
7988	26197
7989	26198
7990	26199
7991	30541
7992	31110
7993	31514
7994	31912
7995	32308
7996	33895
7997	34265
7998	34668
7999	32687
8000	33055
8001	33545
8002	33546
8003	34869
8004	30135
8005	41280
8006	40234
8007	41281
8008	41383
8009	41382
8010	41138
8011	41139
8012	42901
8013	42903
8014	42902
8015	42495
8016	42494
8017	42496
8018	42497
8019	44744
8020	44746
8021	44745
8022	44436
8023	44435
8024	44437
8025	44438
4323	47291
4323	47291
4323	47291
4323	47291
4323	47291
4323	47291
4323	47291
8026	45758
8027	45760
8028	45759
8029	45762
8030	45761
8031	45763
8032	45764
8033	47047
8034	47049
8035	47048
8036	46595
8037	46594
8038	46596
8039	46597
8040	48663
8041	48664
8042	48665
8043	48666
8043	48666
8044	48440
8045	48441
8046	48442
8047	48443
8047	48443
8048	48945
8049	48946
8050	48947
8051	48948
8051	48948
8052	48196
8053	48197
8054	48198
8055	48199
8055	48199
7991	30541
7992	31110
7993	31514
7994	31912
7995	32308
7996	33895
7997	34265
7998	34668
7999	32687
8000	33055
8001	33545
8002	33546
8003	34869
8004	30135
8005	41280
8006	40234
8007	41281
8008	41383
8009	41382
8010	41138
8011	41139
8012	42901
8013	42903
8014	42902
8015	42495
8016	42494
8017	42496
8018	42497
8019	44744
8020	44746
8021	44745
8022	44436
8023	44435
8024	44437
8025	44438
4323	47291
4323	47291
4323	47291
4323	47291
4323	47291
4323	47291
4323	47291
8026	45758
8027	45760
8028	45759
8029	45762
8030	45761
8031	45763
8032	45764
8033	47047
8034	47049
8035	47048
8036	46595
8037	46594
8038	46596
8039	46597
8040	48663
8041	48664
8042	48665
8043	48666
8043	48666
8044	48440
8045	48441
8046	48442
8047	48443
8047	48443
8048	48945
8049	48946
8050	48947
8051	48948
8051	48948
8052	48196
8053	48197
8054	48198
8055	48199
8055	48199
8056	41135
8057	41274
8058	41275
8059	41277
8060	41276
8061	41136
8062	41137
8063	43288
8064	43289
8065	43290
8066	43292
8067	43291
8068	43610
8069	43611
8070	44738
8071	44427
8072	44428
8073	44740
8074	44739
8075	44429
8076	44430
8077	47308
8077	47308
8077	47308
8077	47308
8077	47308
8077	47308
8077	47308
8078	45744
8079	45745
8080	45746
8081	45748
8082	45747
8083	45749
8084	45750
8085	47041
8086	47042
8087	47043
8088	46587
8089	46586
8090	46588
8091	46589
8092	48662
8092	48662
8092	48662
8092	48662
8092	48662
8093	48439
8093	48439
8093	48439
8093	48439
8093	48439
8094	48944
8094	48944
8094	48944
8094	48944
8094	48944
8095	48195
8095	48195
8095	48195
8095	48195
8095	48195
8096	30542
8097	31109
8098	31513
8099	31913
8100	32307
8101	33894
8102	34268
8103	34670
8104	32686
8105	33054
8106	33544
8107	33549
8108	34867
8109	30136
8056	41135
8057	41274
8058	41275
8059	41277
8060	41276
8061	41136
8062	41137
8063	43288
8064	43289
8065	43290
8066	43292
8067	43291
8068	43610
8069	43611
8070	44738
8071	44427
8072	44428
8073	44740
8074	44739
8075	44429
8076	44430
8077	47308
8077	47308
8077	47308
8077	47308
8077	47308
8077	47308
8077	47308
8078	45744
8079	45745
8080	45746
8081	45748
8082	45747
8083	45749
8084	45750
8085	47041
8086	47042
8087	47043
8088	46587
8089	46586
8090	46588
8091	46589
8092	48662
8092	48662
8092	48662
8092	48662
8092	48662
8093	48439
8093	48439
8093	48439
8093	48439
8093	48439
8094	48944
8094	48944
8094	48944
8094	48944
8094	48944
8095	48195
8095	48195
8095	48195
8095	48195
8095	48195
8110	41133
8111	43283
8112	44731
8113	45730
8114	47034
6532	47305
8115	41134
8116	43284
8117	44732
8118	45731
8119	47035
6532	47305
8120	40805
8121	43285
8122	44420
8123	45732
8124	46579
6533	47301
8125	40807
8126	43287
8127	44422
8128	45734
8129	46581
6533	47301
8130	40806
8131	43286
8132	44421
8133	45733
8134	46580
6533	47301
8135	40808
8136	43606
8137	44423
8138	45735
8139	46582
6534	47429
8140	40809
8141	43607
8142	44424
8143	45736
8144	46583
6534	47429
8145	48437
8146	48660
8147	48942
8148	48193
8145	48437
8146	48660
8147	48942
8148	48193
8145	48437
8146	48660
8147	48942
8148	48193
8145	48437
8146	48660
8147	48942
8148	48193
8145	48437
8146	48660
8147	48942
8148	48193
8149	40233
8150	42900
8151	44741
8152	45751
8153	47044
8154	41278
8155	43293
8156	44431
8157	45752
8158	47045
8159	41279
8160	43294
8161	44432
8162	45753
8163	47046
8164	40813
8165	43296
8166	44743
8167	45755
8168	46591
8169	40812
8170	43295
8171	44742
8172	45754
8173	46590
8174	40814
8175	43612
8176	44433
8177	45756
8178	46592
8179	40815
8180	43613
8181	44434
8182	45757
8183	46593
6532	47305
6431	47303
6431	47303
6432	47299
6432	47299
6433	47433
6433	47433
8184	30540
8185	31108
8186	31512
8187	31911
8188	32309
8189	33896
8190	34269
8191	34671
8192	32688
8193	33056
8194	33547
8195	33548
8196	34868
8197	30134
8198	40228
8199	42895
8200	44733
8201	45737
8202	47036
8203	40229
8204	42896
8205	44734
8206	45738
8207	47037
8208	40230
8209	42897
8210	44735
8211	45739
8212	47038
8213	40232
8214	42899
8215	44737
8216	45741
8217	47040
8218	40231
8219	42898
8220	44736
8221	45740
8222	47039
8223	40810
8224	43608
8225	44425
8226	45742
8227	46584
8228	40811
8229	43609
8230	44426
8231	45743
8232	46585
6533	47301
6533	47301
6533	47301
6533	47301
6533	47301
6533	47301
6533	47301
8233	48438
8234	48661
8235	48943
8236	48194
8233	48438
8234	48661
8235	48943
8236	48194
8233	48438
8234	48661
8235	48943
8236	48194
8233	48438
8234	48661
8235	48943
8236	48194
8233	48438
8234	48661
8235	48943
8236	48194
8237	42498
8238	45765
8239	46598
8240	42499
8241	44439
8242	45766
8243	46599
8244	40816
8245	40817
8320	41282
8321	41283
8322	41801
8323	41802
8324	41803
8325	41804
8326	41805
8327	41806
8328	41807
8329	41808
8330	41809
8246	42500
8247	45767
8248	42501
8249	45768
8604	47559
9522	45769
8606	46600
8607	47560
8608	45770
8609	46601
8610	49132
8331	41384
8332	42502
8333	41386
8334	42510
8335	44446
8336	45779
8337	47050
8250	45771
8251	42503
7827	30537
7828	31103
7829	31508
7830	31908
7831	32304
7832	33891
7833	34264
7834	34664
7835	32684
7836	33052
7837	33538
7838	33539
7839	34864
7840	30130
8252	31107
8252	31107
8252	31107
8253	32689
8253	32689
8254	32690
8255	32691
8256	33057
8257	33058
8258	33059
8259	46602
3475	26271
2680	20683
8260	20905
2677	20681
8338	27617
8261	52189
8262	52190
8263	52191
8264	52192
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
5784	26154
8237	42498
8238	45765
8239	46598
8240	42499
8241	44439
8242	45766
8243	46599
8265	21610
8266	22002
3132	21451
3137	21453
3118	20967
3103	20958
3202	22648
7122	26188
8268	40819
8269	43614
8270	44445
8271	45778
8272	46608
3476	21308
8611	26185
4651	26172
5822	26173
3548	26191
2694	26152
2693	26153
8612	26189
7892	26186
3499	25906
4206	26171
7068	21218
3254	21652
3295	22414
3507	22645
3506	22647
5821	26178
5822	26173
8339	40818
8340	42505
8341	44440
8342	45773
8343	46603
8344	41385
8345	42506
8346	44441
8347	45774
8348	46604
2695	26151
10955	31915
11561	26435
11561	26435
8257	33058
8273	25963
8274	25964
8275	25965
8276	25966
8277	25967
8278	25968
8279	25969
8280	25970
8282	25971
8281	25972
8283	25973
8284	25974
10974	20402
7731	25950
7732	25951
7827	30537
7828	31103
7829	31508
7830	31908
7831	32304
7832	33891
7833	34264
7834	34664
7835	32684
7836	33052
7837	33538
7838	33539
7839	34864
7840	30130
8349	49133
2504	48304
2418	48504
2334	48804
2615	48004
8350	52255
13154	52651
8351	52193
8352	52194
8353	52590
8354	52195
8355	52591
8356	52592
8357	52593
8358	52196
8359	52594
8360	52197
8361	52198
8613	52346
8362	53124
8363	53125
8364	53126
8365	53127
8366	53128
8614	53129
8367	51027
8368	51229
8369	51125
8615	26981
8616	26983
8617	26985
8618	26991
8619	26993
8620	26990
8621	26986
8622	26994
8623	26987
8624	26989
8625	26982
8626	26984
8627	26992
8628	26988
8584	30544
8585	31112
8586	31516
8587	31916
8588	32311
8589	33898
8590	34271
8591	34672
8592	32444
8593	32862
8594	33552
8595	33553
8596	34871
8597	30141
8629	28684
8630	28686
8631	28692
8632	28694
8633	28691
8634	28687
8635	28695
8636	28688
8637	28690
8638	28683
8639	28685
8640	28693
8641	28689
8642	30547
8643	31115
8644	31519
8645	31919
8646	32314
8647	33901
8648	34274
8649	34675
8650	32695
8651	33063
8652	33558
8653	33559
8654	34874
8655	30140
8656	48950
8657	30545
8658	31113
8659	31517
8660	31917
8661	32312
8662	33899
8663	34272
8664	34673
8665	32693
8666	33061
8667	33554
8668	33555
8669	34872
8670	30138
8657	30545
8658	31113
8659	31517
8660	31917
8661	32312
8662	33899
8663	34272
8664	34673
8665	32693
8666	33061
8667	33554
8668	33555
8669	34872
8670	30138
9521	30551
9520	31119
9519	31523
9518	31923
9517	32318
9516	33905
9515	34278
9514	34679
9513	32699
9512	33068
9511	33566
9510	33567
9509	34878
9508	30145
8370	52199
8671	53130
3548	26191
8371	26190
8372	26189
3548	26191
8371	26190
8372	26189
8373	41145
8374	42519
8375	44457
8376	45798
8377	46623
8378	41146
8379	42520
8380	44458
8381	45799
8382	46624
8383	48445
9054	48668
9378	48963
10954	48213
8384	48446
9055	48669
9379	48965
10953	48215
8385	48447
9056	48670
9380	48961
10952	48211
8386	48448
9057	48671
9381	48962
10951	48212
8387	48449
9058	48672
9382	48964
10950	48214
8388	30546
8389	31114
8390	31518
8391	31918
8392	32313
8393	33900
8394	34273
8395	34674
8396	32694
8397	33062
8398	33556
8399	33557
8400	34873
8401	30139
8402	41141
8403	42906
8404	44749
8405	45789
8406	47053
8407	47309
8408	41142
8409	42907
8410	44750
8411	45790
8412	47054
8407	47309
8413	41143
8414	43297
8415	44751
8416	45791
8417	46616
8407	47309
8418	40427
8419	43299
8420	44454
8421	45793
8422	46618
8407	47309
8423	41144
8424	43298
8425	44752
8426	45792
8427	46617
8407	47309
8428	40824
8429	43617
8430	44753
8431	45794
8432	46619
8407	47309
8433	40825
8434	43618
8435	44754
8436	45795
8437	46620
8407	47309
8438	40235
8439	42904
8440	44747
8441	45784
8442	47051
2245	47256
8443	40236
8444	42905
8445	44748
8446	45785
8447	47052
2245	47256
8448	40430
8449	43300
8450	44460
8451	45801
8452	47055
2245	47256
8453	40826
8454	42521
8455	44459
8456	45800
8457	46625
2245	47256
8458	40431
8459	43301
8460	44461
8461	45802
8462	47056
2245	47256
8463	40425
8464	43615
8465	44452
8466	45787
8467	46614
2245	47256
8468	40426
8469	43616
8470	44453
8471	45788
8472	46615
2245	47256
8473	48450
8474	48673
8475	48951
8476	48201
8473	48450
8474	48673
8475	48951
8476	48201
8473	48450
8474	48673
8475	48951
8476	48201
8473	48450
8474	48673
8475	48951
8476	48201
8473	48450
8474	48673
8475	48951
8476	48201
3404	21002
8598	25975
8302	26187
3520	25918
8599	24080
8478	49138
10949	49141
7871	27459
3541	26038
3515	25903
3732	26039
3732	26039
8672	28696
8479	28697
8480	28698
8481	28699
8482	28700
8483	29431
8484	28702
9404	28703
8485	28704
8673	28705
8486	28706
8487	28707
8600	28708
8488	28709
8601	28710
t/28711	28711
8489	46626
8490	41387
8491	40428
8492	42516
8493	44455
8494	45796
8495	46621
8496	40429
8497	42518
8498	44456
8499	45797
8500	46622
8674	41140
8675	42515
8676	44451
8677	45786
8678	46613
8679	41147
8680	42908
8681	44755
8682	45803
8683	47057
8501	40827
8502	42524
8503	45804
8504	46627
8684	42525
8685	45805
8505	40432
8506	42523
10948	42536
10947	45864
12019	41150
12018	42522
12017	44840
12016	45808
12015	46631
10946	41148
10945	42526
10944	44462
10943	45806
10942	46628
8686	40837
8687	43635
8688	40838
8689	43636
8690	40839
8691	43637
8507	40822
8508	42513
8509	44449
8510	45782
8511	46611
8512	40823
8513	42514
8514	44450
8515	45783
8516	46612
8517	40820
8518	42511
8519	44447
8520	45780
8521	46609
8522	40821
8523	42512
8524	44448
8525	45781
8526	46610
8527	48444
8528	48667
8529	48949
8530	48200
4323	47291
8527	48444
8528	48667
8529	48949
8530	48200
4334	47292
8531	35021
8532	35120
8533	35220
8534	35319
8535	35420
8536	35520
8537	35619
8538	35722
8539	38022
8540	38120
8541	38223
8542	35062
8543	35159
8544	35259
8545	35359
8546	35458
8547	35560
8548	35659
8549	35759
8550	38059
8551	38159
4920	30490
4921	31076
4922	31482
4923	31881
4924	32277
5475	33861
5976	34217
6019	34631
4925	32442
4926	32859
4927	33486
4928	33487
6062	34818
4929	30103
6697	30525
6698	31096
6699	31494
6700	31896
6701	32292
6702	33880
6703	34238
6704	34656
6705	32671
6706	33040
6707	33503
6708	33504
6709	34805
6710	30120
6711	30529
6712	31100
6713	31499
6714	31901
6715	32296
6716	33885
6717	34243
6718	34638
6719	32676
6720	33044
6721	33511
6722	33512
6723	34824
6724	30125
7665	30536
7666	31102
7667	31507
7668	31907
7669	32303
7670	33890
7671	34263
7672	34663
7673	32683
7674	33051
7675	33536
7676	33537
7677	34863
7678	30129
5821	26178
5821	26178
3510	22631
5779	27663
5779	27663
5779	27663
5779	27663
5779	27663
5780	27664
5780	27664
5780	27664
5780	27664
5781	27665
5781	27665
8552	29425
8553	29813
8554	29814
8555	29426
8556	29427
8557	29861
4626	29338
8558	29428
4627	29074
8559	29429
4603	29065
4687	29086
8560	29430
9092	40802
9093	47557
9094	46575
9095	40803
9096	47558
9097	46576
8561	20909
3120	21203
17	20018
3348	22210
8260	20905
8562	24118
8563	24018
8564	25254
7110	22262
7397	35020
7398	35119
7399	35219
7400	35318
7401	35419
7402	35519
7403	35618
7404	35721
7405	38021
7406	38119
7407	38222
7331	40735
7332	42426
7333	44318
7334	45570
7335	46464
7336	41370
7337	42427
7338	44319
7339	45571
7340	46042
7341	41242
7342	42428
7343	44678
7344	45572
7345	46465
7346	41115
7347	42429
7348	44836
7349	45573
7350	46043
7351	40736
7352	42430
7353	44679
7354	45574
7355	46466
7356	40737
7357	42431
7358	44320
7359	45575
7360	46467
7361	41371
7362	42432
7363	44321
7364	45576
7365	46468
7366	40738
7367	42433
7368	44322
7369	45577
7370	46469
7371	40190
7372	42434
7373	44323
7374	45578
7375	46470
7376	40739
7377	42435
7378	44324
7379	45579
7380	46471
7381	40740
7382	42436
7383	44325
7384	45580
7385	46472
4804	21012
4804	21012
4804	21012
4804	21012
4804	21012
3117	21005
3117	21005
3117	21005
3117	21005
3117	21005
3117	21005
3117	21005
3117	21005
3117	21005
3117	21005
3368	23001
3368	23001
3368	23001
3368	23001
3368	23001
3368	23001
3113	21003
3113	21003
3113	21003
3113	21003
3113	21003
3454	26001
3454	26001
3454	26001
3454	26001
3454	26001
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
4803	25919
5543	26155
7539	26158
4650	26159
8692	52817
8693	52818
8694	52819
8695	52820
8383	48445
9054	48668
9378	48963
10954	48213
8384	48446
9055	48669
9379	48965
10953	48215
8385	48447
9056	48670
9380	48961
10952	48211
8386	48448
9057	48671
9381	48962
10951	48212
8387	48449
9058	48672
9382	48964
10950	48214
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7977	25945
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
7978	25958
8565	21228
8566	21229
11561	26435
11561	26435
11561	26435
8567	42529
4634	27451
4634	27451
3381	25002
3384	25004
4634	27451
4634	27451
4634	27451
4634	27451
4634	27451
4634	27451
5781	27665
5782	27666
720	35055
736	35155
752	35254
768	35355
784	35456
798	35556
5530	35656
831	35755
847	38055
862	38154
4942	47295
7469	48629
7467	48414
7468	48919
7470	48172
4943	47296
7473	48628
7471	48417
7472	48922
7474	48169
7827	30537
7828	31103
7829	31508
7830	31908
7831	32304
7832	33891
7833	34264
7834	34664
7835	32684
7836	33052
7837	33538
7838	33539
7839	34864
7840	30130
8568	25981
8569	25982
8570	25983
8571	25984
8572	25985
8254	32690
8255	32691
8256	33057
8258	33059
8573	26170
11561	26435
11561	26435
8574	40828
8575	47561
8576	47748
8577	46045
8578	47562
8579	47749
8580	46046
8501	40827
8502	42524
8503	45804
8504	46627
3547	26014
3511	22632
3541	26038
8696	41149
8697	48657
8698	42527
8699	44463
8700	45807
8701	46629
8702	42528
1544	45208
8703	46630
3492	22649
3518	25913
8581	26275
2875	25009
3145	21463
8704	50816
8705	50817
8706	50818
t/53138	53138
t/53139	53139
t/53140	53140
8707	52597
9098	52827
9099	52828
9100	52829
9101	52830
9102	52831
9103	52832
9104	52833
8708	52813
8709	52814
9105	52812
8710	52815
8711	52816
8712	52821
8713	52348
8714	52258
9106	52822
8715	52595
8716	52596
8717	52026
8718	52823
9107	52598
9059	52811
9060	52810
8719	53131
8720	53132
8721	53133
8722	53135
9108	53134
9109	53136
9110	53137
7555	52146
7560	52170
7561	52250
7572	52573
5211	52535
5220	52149
5228	52328
7815	52340
7816	52341
7817	52574
5218	52152
5219	52147
7818	52171
7819	52172
7556	53078
5240	53071
5241	53070
5242	53072
5243	53074
5244	53073
5245	53082
7557	51221
5246	51220
8723	51126
8724	51028
8725	51230
9111	27461
8726	25510
8727	25511
8728	25512
8729	25513
8730	25514
8731	25515
8732	25516
8733	25517
8734	25518
3371	22628
9112	28720
9113	28721
9114	28722
9115	28714
10941	28739
10940	28740
3541	26038
10939	38816
10938	48713
11561	26435
11561	26435
9116	43638
9117	44489
9118	45847
9119	46664
9120	43639
9121	44490
9122	46665
2695	26151
10937	30552
10936	31120
10935	31524
10934	31924
10933	32319
10932	33906
10931	34279
10930	34680
10929	32700
10928	33069
10927	33568
10926	33569
10925	34879
10924	30146
9061	20027
8735	51901
8736	51902
9123	30555
9124	31121
9125	31528
9126	31928
9127	32320
9128	33907
9129	34281
9130	34681
9131	32703
9132	33071
9133	33570
9134	33571
9135	34880
9136	30149
9137	40248
9138	42922
9139	44781
9140	45874
9141	47078
9142	40254
9143	42928
9144	44787
9145	45884
9146	47084
9142	40254
9143	42928
9144	44787
9145	45884
9146	47084
9147	40252
9148	42926
9149	44785
9150	45878
9151	47082
9152	40250
9153	42924
9154	44783
9155	45876
9156	47080
9157	41702
9158	43665
9159	44903
9160	45880
9161	46680
9157	41702
9162	43663
9163	44909
9164	45882
9165	46682
9166	41390
9167	43669
9168	44911
9160	45880
9161	46680
9169	40443
9170	43667
9163	44909
9164	45882
9165	46682
9171	41165
9172	43661
9173	44907
9160	45880
9161	46680
9174	40441
9175	43659
9176	44905
9164	45882
9165	46682
9177	41163
9178	43657
9159	44903
9160	45880
9161	46680
9177	41163
9179	43655
9163	44909
9164	45882
9180	46678
7795	52339
4799	51116
4773	53056
4774	53057
4786	53069
9062	30550
9063	31118
9064	31522
9065	31922
9066	32317
9067	33904
9068	34277
9069	34678
9070	32443
9071	32861
9072	33564
9073	33565
9074	34877
9075	30144
9181	48681
9182	48682
9183	25988
9184	25989
8737	25990
9076	25991
9077	25992
9078	25993
8738	30539
8739	31106
8740	31511
8741	31910
8742	32306
8743	33893
8744	34267
8745	34667
8746	32696
8747	33065
8748	33542
8749	33543
8750	34866
8751	30133
3404	21002
8752	40237
8753	43302
8754	44756
8755	45809
8756	46632
2250	47240
8757	40238
8758	43303
